"Megye kód";"KSH kód";Megye;Település;"Település típusa";"Állandó férfi lakosság összesen";"Állandó női lakosság összesen"
20;18041;ZAL;Karmacs;község;373;404
20;32063;ZAL;Kávás;község;109;117
20;32902;ZAL;Kehidakustány;község;590;579
20;25353;ZAL;Kemendollár;község;240;237
20;06071;ZAL;Keménfa;község;47;46
20;31529;ZAL;Kerecseny;község;124;130
20;29489;ZAL;Kerkabarabás;község;156;151
20;15112;ZAL;Kerkafalva;község;67;61
20;22080;ZAL;Kerkakutas;község;62;67
20;09575;ZAL;Kerkaszentkirály;község;110;124
20;32647;ZAL;Kerkateskánd;község;91;81
20;32267;ZAL;Kilimán;község;112;121
20;21379;ZAL;Kisbucsa;község;228;209
20;16249;ZAL;Kiscsehi;község;88;89
20;09812;ZAL;Kisgörbő;község;96;93
20;20312;ZAL;Kiskutas;község;103;101
20;16081;ZAL;Kispáli;község;144;149
20;32726;ZAL;Kisrécse;község;103;92
20;13055;ZAL;Kissziget;község;87;84
20;20941;ZAL;Kistolmács;község;84;96
20;16364;ZAL;Kisvásárhely;község;19;30
20;13082;ZAL;Kozmadombja;község;20;15
20;19479;ZAL;Kustánszeg;község;247;234
20;32221;ZAL;Külsősárd;község;32;39
20;33792;ZAL;Lakhegy;község;219;235
20;03434;ZAL;Lasztonya;község;28;25
20;27483;ZAL;Lendvadedes;község;17;15
20;11475;ZAL;Lendvajakabfa;község;24;27
20;03054;ZAL;Lickóvadamos;község;104;101
20;28200;ZAL;Ligetfalva;község;34;38
20;10889;ZAL;Lispeszentadorján;község;149;154
20;25025;ZAL;Liszó;község;183;201
20;28167;ZAL;Lovászi;község;592;609
20;08916;ZAL;Magyarföld;község;24;26
20;02909;ZAL;Magyarszentmiklós;község;123;122
20;13064;ZAL;Magyarszerdahely;község;218;255
20;02103;ZAL;Maróc;község;31;37
20;31981;ZAL;Márokföld;község;36;25
20;27526;ZAL;Miháld;község;372;403
20;02130;ZAL;Mihályfa;község;195;149
20;22141;ZAL;Mikekarácsonyfa;község;149;168
20;02662;ZAL;Milejszeg;község;157;153
20;04756;ZAL;Misefa;község;136;139
20;21014;ZAL;Molnári;község;338;340
20;25210;ZAL;Murakeresztúr;község;819;836
20;07968;ZAL;Murarátka;község;114;117
20;33987;ZAL;Muraszemenye;község;239;257
20;12760;ZAL;Nagybakónak;község;194;202
20;05218;ZAL;Nagygörbő;község;97;88
20;20589;ZAL;Nagykapornak;község;438;473
20;22178;ZAL;Nagykutas;község;218;242
20;04455;ZAL;Nagylengyel;község;245;249
20;28468;ZAL;Nagypáli;község;298;274
20;16513;ZAL;Nagyrada;község;262;237
20;14979;ZAL;Nagyrécse;község;541;575
20;06169;ZAL;Nemesapáti;község;258;247
20;32948;ZAL;Nemesbük;község;416;448
20;07658;ZAL;Nemeshetés;község;153;144
20;32665;ZAL;Nemesnép;község;70;70
20;19859;ZAL;Nemespátró;község;128;143
20;18023;ZAL;Nemesrádó;község;167;173
20;25609;ZAL;Nemessándorháza;község;167;158
20;08059;ZAL;Nemesszentandrás;község;137;130
20;25414;ZAL;Németfalu;község;93;106
20;03355;ZAL;Nova;község;377;412
20;27775;ZAL;Óhíd;község;267;259
20;25478;ZAL;Oltárc;község;131;120
20;20835;ZAL;Orbányosfa;község;51;55
20;22497;ZAL;Ormándlak;község;57;57
20;25052;ZAL;Orosztony;község;217;210
20;04950;ZAL;Ortaháza;község;51;61
20;18953;ZAL;Ozmánbük;község;93;101
20;24776;ZAL;Padár;község;63;55
20;29160;ZAL;Páka;község;545;540
20;24271;ZAL;Pakod;község;417;442
20;14720;ZAL;Pálfiszeg;község;83;87
20;29656;ZAL;Pat;község;110;109
20;05704;ZAL;Pethőhenye;község;220;204
20;19178;ZAL;Petrikeresztúr;község;167;185
20;30757;ZAL;Petrivente;község;158;173
20;21050;ZAL;Pókaszepetk;község;465;459
20;16850;ZAL;Pórszombat;község;129;140
20;09867;ZAL;Pölöske;község;425;408
20;31112;ZAL;Pölöskefő;község;216;189
20;32513;ZAL;Pördefölde;község;39;28
20;24660;ZAL;Pötréte;község;157;151
20;16920;ZAL;Pusztaapáti;község;15;11
20;27465;ZAL;Pusztaederics;község;91;81
20;06530;ZAL;Pusztamagyaród;község;275;285
20;26639;ZAL;Pusztaszentlászló;község;268;303
20;14298;ZAL;Ramocsa;község;24;13
20;31592;ZAL;Rédics;község;480;474
20;17118;ZAL;Resznek;község;137;130
20;23898;ZAL;Rezi;község;735;734
20;24138;ZAL;Rigyác;község;199;210
20;27720;ZAL;Salomvár;község;308;299
20;15556;ZAL;Sand;község;184;189
20;08101;ZAL;Sárhida;község;369;394
20;14906;ZAL;Sármellék;község;896;985
20;30997;ZAL;Semjénháza;község;275;265
20;14085;ZAL;Sénye;község;40;39
20;06567;ZAL;Sormás;község;419;423
20;19080;ZAL;Söjtör;község;744;740
20;02404;ZAL;Surd;község;287;312
20;21397;ZAL;Sümegcsehi;község;288;314
20;20543;ZAL;Szalapa;község;87;102
20;11554;ZAL;Szécsisziget;község;101;101
20;23126;ZAL;Szentgyörgyvár;község;188;169
20;18652;ZAL;Szentgyörgyvölgy;község;195;194
20;03124;ZAL;Szentkozmadombja;község;28;36
20;08615;ZAL;Szentliszló;község;128;139
20;14225;ZAL;Szentmargitfalva;község;53;39
20;30067;ZAL;Szentpéterfölde;község;65;73
20;11165;ZAL;Szentpéterúr;község;505;525
20;07700;ZAL;Szepetnek;község;743;802
20;26161;ZAL;Szijártóháza;község;19;17
20;17853;ZAL;Szilvágy;község;89;96
20;24703;ZAL;Tekenye;község;226;242
20;08828;ZAL;Teskánd;község;603;624
20;27951;ZAL;Tilaj;község;111;97
20;05342;ZAL;Tófej;község;334;335
20;04969;ZAL;Tormafölde;község;171;162
20;32638;ZAL;Tornyiszentmiklós;község;256;269
20;16382;ZAL;Tótszentmárton;község;406;386
20;25113;ZAL;Tótszerdahely;község;560;602
20;12609;ZAL;Türje;község;803;834
20;32197;ZAL;Újudvar;község;489;469
20;26268;ZAL;Valkonya;község;39;27
20;10685;ZAL;Vállus;község;61;57
20;02529;ZAL;Várfölde;község;103;97
20;14182;ZAL;Várvölgy;község;525;501
20;10302;ZAL;Vasboldogasszony;község;268;295
20;14322;ZAL;Vaspör;község;179;176
20;32142;ZAL;Vindornyafok;község;69;69
20;06549;ZAL;Vindornyalak;község;48;50
20;11800;ZAL;Vindornyaszőlős;község;177;176
20;08369;ZAL;Vöckönd;község;46;50
20;24590;ZAL;Zajk;község;106;129
20;17400;ZAL;Zalaapáti;község;848;838
20;07579;ZAL;Zalabaksa;község;294;318
20;24280;ZAL;Zalabér;község;366;411
20;28495;ZAL;Zalaboldogfa;község;184;176
20;04002;ZAL;Zalacsány;község;556;521
20;02486;ZAL;Zalacséb;község;245;263
20;23834;ZAL;Zalaháshágy;község;181;185
20;16896;ZAL;Zalaigrice;község;57;50
20;12496;ZAL;Zalaistvánd;község;180;173
20;10348;ZAL;Zalakomár;község;1 412;1 497
20;18768;ZAL;Zalaköveskút;község;21;18
20;31617;ZAL;Zalamerenye;község;105;105
20;02972;ZAL;Zalasárszeg;község;65;58
20;22947;ZAL;Zalaszabar;község;297;290
20;33288;ZAL;Zalaszántó;község;493;484
20;18564;ZAL;Zalaszentbalázs;község;409;424
20;33136;ZAL;Zalaszentgyörgy;község;202;209
20;02608;ZAL;Zalaszentiván;község;502;543
20;18096;ZAL;Zalaszentjakab;község;166;164
20;07232;ZAL;Zalaszentlászló;község;377;414
20;13301;ZAL;Zalaszentlőrinc;község;147;131
20;13091;ZAL;Zalaszentmárton;község;37;32
20;18449;ZAL;Zalaszentmihály;község;504;510
20;27562;ZAL;Zalaszombatfa;község;25;29
20;29683;ZAL;Zalatárnok;község;306;311
20;09380;ZAL;Zalaújlak;község;56;51
20;13736;ZAL;Zalavár;község;457;476
20;17057;ZAL;Zalavég;község;186;148
20;03726;ZAL;Zebecke;község;38;33
